rmse,n_hidden_1,alpha_1,rbf_width_1,n_hidden_2,alpha_2,rbf_width_2,ridge_alpha
7.7990893839557796,275.0,0.9807641983846155,0.0003872221348038712,127.0,0.42310646012446096,0.001006874505921146,0.34279719049667035
6.9181353356242,59.0,0.6679624094080733,0.1014366169398737,83.0,0.2739893062519525,1.6531048277222427,2.55182471316309e-06
11.938215066865306,18.0,0.5066861109399228,0.24720650837617456,18.0,0.7885440068182308,2.527637943777422e-05,0.0077081291749946535
11.225676982994345,313.0,0.5800451742025624,4.091138283457287e-05,17.0,0.3830457201015457,7.888755650169307e-05,2.506664794247875e-06
5.4441386696519425,127.0,0.44139475709316567,0.00020033516377412103,351.0,0.0862768990883871,1.9043239045678533e-05,0.010852784446494212
12.430968412685305,30.0,0.7905993520222332,8.314944355393323e-05,12.0,0.6454746004955415,0.0006950466383564772,10.306150541891943
10.888807078446673,886.0,0.8889893296549173,0.17261028251638785,15.0,0.5163392519162776,0.0007547766056178967,0.027615791969158837
11.215914587319709,97.0,0.3798450341443613,0.07647967626979807,18.0,0.9211278398605247,0.001516388659679976,5.19717879792367e-06
10.045922817866254,240.0,0.23946677597192845,0.005202381630142619,192.0,0.12660930777445367,43.327552870507404,0.13575168732910364
4.941726444334483,401.0,0.9621219337587389,6.316310803224667,366.0,0.35690177477193485,0.004655987361154311,1.8553585686612308
13.007330450394665,76.0,0.20256390186492812,5.846458372481576e-05,19.0,0.737902839925203,8.083994604707922e-05,0.0013470642649202277
5.174771326996433,214.0,0.7116700774041035,0.24786750338891242,580.0,0.8833665903139931,0.013625414219757917,3.4146415570162887
5.327346063488457,367.0,0.5206056770089115,0.00023323151282753681,532.0,0.15754199987801965,0.0019672651662517283,0.16975124962645996
10.757926480965274,30.0,0.36825033246983707,0.0003120564686953917,20.0,0.3546904636393595,0.00010893684651791902,6.552386247915074e-06
8.747742030193715,100.0,0.8918031692214494,0.7372194304559383,251.0,0.5027030219248629,4.166853169257403e-05,48.27936107460555
28.487772977918166,479.0,0.38456409010960657,0.0018543542082489787,803.0,0.07758451546789491,0.8641930724548197,0.9869313722514506
481.39847845492324,21.0,0.2916806507237082,34.638844270740066,828.0,0.1659819202919941,1.8737596633604987,0.0056237743412409355
10.436545676124547,10.0,0.09247783062233894,1.0159993612152066e-05,39.0,0.3206376523855431,5.7693414035909864e-05,0.9589755784416766
7.5840339947260675,268.0,0.0504140810136815,2.0009285171174392e-05,70.0,0.15443588642592365,0.04536953033216911,28.437527934790143
6.056944646223554,25.0,0.7714391072817601,0.3907445583081575,462.0,0.12725425751534192,0.08028839023705407,20.930982891529943
6.61194113907902,958.0,0.9956127895004346,9.177551662570403,934.0,0.9921475134812667,0.006864251192165701,7.878789595988766e-05
6.898028820734877,587.0,0.6873856692599091,2.909096959554483,201.0,0.6163031797216689,0.17905126176049146,125.04281160883507
130.1935078486759,177.0,0.8883728323423185,64.88647402657327,585.0,0.8848348340216188,0.010862792420984979,2.665435441396016
5.656662883127645,170.0,0.7805325089465343,1.7082404257614376,302.0,0.2369582481836653,0.007985003678266727,3.227634031645142
5.81050205169241,680.0,0.6401452690511549,0.014209651223183267,151.0,0.584895242842951,0.2966324696712709,146.04689381267332
5.477282827299736,45.0,0.9472744439706797,11.850173789699078,644.0,0.7123463822268267,0.014634377163183894,0.00039086935475671073
9.10088349897896,451.0,0.7358323617977004,0.03385704788356911,411.0,0.020407591535619773,12.68188719125599,0.06881993488406969
9.330625793831183,197.0,0.834066817845025,3.371671229168201,52.0,0.43794604946930765,0.00038113556146576505,3.8773277686617122
5.209688830725396,130.0,0.9893598227256517,86.73173484450437,118.0,0.43414337939992576,0.004204701897053309,3.458882698384569e-07
1583.892120167491,706.0,0.6340254725179122,12.325772120052507,993.0,0.8165145793747205,0.0002457300242101778,0.7140785360726083
7.163883958146414,385.0,0.5654875081231686,0.8445769853633646,266.0,0.2540855171605745,0.025434964848730243,0.30042413741686047
7.978652244925747,48.0,0.7099354128794063,0.001003280618254649,85.0,0.9837232589435999,5.951470117633659,8.445713786545024
5.626550802584954,236.0,0.9327561487943431,0.044246515610462604,148.0,0.5416289678934146,0.13502150424720238,0.040323872826763585
11.930269249403542,141.0,0.8437740684425019,29.627740328788434,385.0,0.6810948434557269,0.003427362665175308,0.0026656673807532107
11.091998658781614,69.0,0.602945980903406,0.007028460134868934,34.0,0.3022910670731791,0.33798727994573385,74.35779498571094
5.025918271299846,328.0,0.4506919921688852,0.17577788906079467,687.0,0.7934811672223103,0.033532811633310664,0.021921052338135755
7.201823571270347,751.0,0.4612541085645792,0.09834648806536019,750.0,0.8206910164566467,0.04360586184720528,0.00012570616288566663
